location_area,property_location,total_price,area_sqft,price(sqft),face,outside_view,lat,long_,property_link
bhapura, bhapura,3250000.0,1170,2777.0,east facing,garden view,26.7378969,75.66153840000001,https://www.squareyards.com/resale-130-sq-yd-plot-in-vrb-global-city/9645940
jagatpura, jagatpura,10500000.0,1080,9722.0,,garden view,26.835285,75.824203,https://www.squareyards.com/resale-120-sq-yd-plot-in-jagatpura/9524233
ajmer road, bagru khurd,4790000.0,981,4882.0,,road view,,,https://www.squareyards.com/resale-109-sq-yd-plot-in-omaxe-city/9775364
pratap nagar, pratap nagar,11100000.000000002,1197,9273.0,,,26.81305014036629,75.82439124584198,https://www.squareyards.com/resale-133-sq-yd-plot-in-pratap-nagar/9627950
ajmer road, ajmer road,2375000.0,1098,2163.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-122-sq-yd-plot-in-dev-nagar/9527166
ajmer road, jaipur ajmer express highway,6770999.999999999,999,6777.0,west facing,garden view,27.0024309993251,75.7409245893359,https://www.squareyards.com/resale-111-sq-yd-plot-in-aman-encalve/9691081
other, daulatpura,4205000.0,2700,1557.0,east facing,road view,27.0824783,75.8306435,https://www.squareyards.com/resale-300-sq-yd-plot-in-daulatpura/9768788
kishorpura, kishorpura,5165000.0,1863,2772.0,east facing,road view,26.74859542164988,75.70789083838463,https://www.squareyards.com/resale-207-sq-yd-plot-in-kishorpura/9854617
neota, neota,3350000.0,999,3353.0,east facing,road view,26.803095575513595,75.67899037152529,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber-extension-1st-n/9657583
neota, neota,2600000.0,900,2888.0,,,26.803238,75.678656,https://www.squareyards.com/resale-100-sq-yd-plot-in-neota/9806345
ajmer road, ajmer road,3144000.0,1233,2549.0,,garden view,26.8938045,75.7472084,https://www.squareyards.com/resale-137-sq-yd-plot-in-ajmer-road/9744405
other, ratalya,4185000.0,900,4650.0,,,26.755700728209103,75.75932574640488,https://www.squareyards.com/resale-900-sq-ft-plot-in-ratalya/9720836
kalwara, kalwara,4000000.0,999,4004.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-gokul-nikunj/9596235
other, balawala,2000000.0,999,2002.0,west facing,,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-purple-aamod/9273986
central jaipur, tonk phatak,21000000.0,2097,10014.0,north facing,,26.891088609027324,75.79074293375015,https://www.squareyards.com/resale-233-sq-yd-plot-in-tonk-phatak/9732192
mansarovar, mansarovar extension,12000000.0,1503,7984.0,east facing,road view,26.83922719706188,75.75114078819752,https://www.squareyards.com/resale-167-sq-yd-plot-in-mansarovar-extension/9274801
pratap nagar, pratap nagar,8100000.0,891,9090.0,east facing,road view,26.808189970515,75.8252958208323,https://www.squareyards.com/resale-99-sq-yd-plot-in-an-enclave-005/8203168
ajmer road, ajmer road,4854000.0,1287,3771.0,,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-143-sq-yd-plot-in-ajmer-road/8949029
sirsi road, sirsi road,8000000.0,1800,4444.0,,garden view,,,https://www.squareyards.com/resale-200-sq-yd-plot-in-manglams-balaji-city/9864498
other, balawala,2400000.0,900,2666.0,east facing,garden view,26.7504621542296,75.736490227282,https://www.squareyards.com/resale-100-sq-yd-plot-in-balawala/9136232
ajmer road, bhambhoriya,4301000.0,1035,4155.0,,road view,26.821754,75.634613,https://www.squareyards.com/resale-115-sq-yd-plot-in-bhambhoriya/9820069
neota, neota,3000000.0,900,3333.0,east facing,road view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-amber/9649619
jagatpura, jagatpura,4500000.0,2718,1655.0,south facing,garden view,26.7615101,75.8921754,https://www.squareyards.com/resale-302-sq-yd-plot-in-jagatpura/9772348
shivdaspura, shivdaspura,6675000.0,1719,3883.0,east facing,road view,26.7241292607381,75.9230975434184,https://www.squareyards.com/resale-191-sq-yd-plot-in-shivdaspura/9626561
tonk road, tonk road,9627000.0,2169,4438.0,,garden view,,,https://www.squareyards.com/resale-241-sq-yd-plot-in-laxminaryan-vatika-ii/9858117
diggi road, diggi road,2659000.0,1017,2614.0,east facing,garden view,26.8018405,75.77791,https://www.squareyards.com/resale-113-sq-yd-plot-in-the-knowledge-park/9706576
shivdaspura, shivdaspura,2890000.0,900,3211.0,,,26.7474334512164,75.9259661659598,https://www.squareyards.com/resale-100-sq-yd-plot-in-shivdaspura/9578856
sirsi road, sirsi road,3290000.0,900,3655.0,,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-shyamashish-sinwar-city/9797681
tonk road, tonk road,10600000.0,1800,5888.0,east facing,water view,,,https://www.squareyards.com/resale-200-sq-yd-plot-in-sanjeevni-aagan/9362168
shivdaspura, shivdaspura,14000000.0,3600,3888.0,west facing,garden view,26.711423,75.896013,https://www.squareyards.com/resale-400-sq-yd-plot-in-shivdaspura/9308281
ajmer road, jaipur ajmer express highway,4101000.0,999,4105.0,south facing,road view,26.9124334743139,75.7872708141804,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9425475
other, basri jogiyan,2750000.0,900,3055.0,east facing,garden view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-eco-park/9349193
other, manohariya wala,5800000.0,900,6444.0,north east facing,road view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-the-ring-niketan-commercial/9674830
diggi road, diggi road,725000.0,450,1611.0,east facing,road view,26.6928523820216,75.6793105602264,https://www.squareyards.com/resale-50-sq-yd-plot-in-diggi-road/9560012
sanganer, dadu dayal nagar,9000000.0,891,10101.0,,garden view,26.8257689167211,75.7611903816103,https://www.squareyards.com/resale-99-sq-yd-plot-in-dadu-dayal-nagar/9509425
kalwara, kalwara,1695000.0,900,1883.0,west facing,garden view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-mahindra-world-city-jaipur/9494512
other, ajairajpura,1695000.0,900,1883.0,,,26.7378968210841,75.6615382432938,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue-ajayrajpura/9494641
delhi jaipur expressway, delhi-jaipur expressway,1900000.0,900,2111.0,south east facing,road view,27.906212767036,76.3075811415911,https://www.squareyards.com/resale-100-sq-yd-plot-in-delhi-jaipur-expressway/9565713
neota, neota,3000000.0,999,3003.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber/9725277
renwal manji, renwal manji,3254999.9999999995,1395,2333.0,east facing,road view,26.6877966,75.6789905,https://www.squareyards.com/resale-155-sq-yd-plot-in-balaji-sundarm/9619097
shivdaspura, shivdaspura,7056999.999999999,1719,4105.0,,,26.7474334512164,75.9259661659598,https://www.squareyards.com/resale-191-sq-yd-plot-in-ganesh-vihar-vistar/9443633
jagatpura, jagatpura,8200000.0,1053,7787.0,east facing,road view,26.80997552812736,75.8956766501069,https://www.squareyards.com/resale-117-sq-yd-plot-in-krishna-sarovar-jagatpura/9368621
ajmer road, ajmer road,3600000.0,900,4000.0,,road view,26.9287967,75.9651926,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9371910
sanganer, kalyanpura,9000000.0,810,11111.0,,,,,https://www.squareyards.com/resale-90-sq-yd-plot-in-captain-enclave/9311122
vatika/vatika road, vatika,3000000.0,999,3003.0,east facing,garden view,26.7516941510001,75.8108574897051,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-paradise/9454160
kalwar road, kalwar road,11200000.000000002,1500,7466.0,,,26.9552682922096,75.7395174354315,https://www.squareyards.com/resale-1500-sq-ft-plot-in-kalwar-road/9640570
bhapura, bhapura,4600000.0,1800,2555.0,east facing,road view,26.8012082,75.6770523,https://www.squareyards.com/resale-200-sq-yd-plot-in-vrb-global-city/9556899
kalwar road, kalwar road,1500000.0,990,1515.0,east facing,road view,26.8527259488876,75.7545907795429,https://www.squareyards.com/resale-110-sq-yd-plot-in-kalwar-road/9576704
jaisinghpura, jais,3000000.0,900,3333.0,east facing,road view,26.836979,75.699181,https://www.squareyards.com/resale-100-sq-yd-plot-in-jaisinghpura/9364558
diggid road, diggi malpura road,2380000.0,999,2382.0,,road view,26.350354,75.41125,https://www.squareyards.com/resale-111-sq-yd-plot-in-diggi-malpura-road/9489482
kalwar road, kalwar,1300000.0,1000,1300.0,,road view,26.959136,75.658468,https://www.squareyards.com/resale-1000-sq-ft-plot-in-kalwar/9531511
ajmer road, jaipur ajmer express highway,2593000.0,999,2595.0,east facing,garden view,26.874566,75.707516,https://www.squareyards.com/resale-111-sq-yd-plot-in-jaipur-ajmer-express-highway/9497710
tonk road, tonk road,3200000.0,1260,2539.0,,,,,https://www.squareyards.com/resale-140-sq-yd-plot-in-shreenath-regency/9694997
shivdaspura, shivdaspura,3150000.0,981,3211.0,,,26.7069732511823,75.8982539176941,https://www.squareyards.com/resale-109-sq-yd-plot-in-shivdaspura/9369651
shivdaspura, shivdaspura,3329999.9999999995,999,3333.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9274112
other, ajairajpura,1700000.0,900,1888.0,,,26.8012081613724,75.6770521402359,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue/9265561
bhakrota, bhankrota,1695000.0,900,1883.0,,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-pearl-avenue-bhankrota/9248396
pratap nagar, pratap nagar,2100000.0,900,2333.0,,road view,26.8036533,75.8084579,https://www.squareyards.com/resale-100-sq-yd-plot-in-pratap-nagar/9818464
mahaveer nagar, mahaveer nagar,37000000.0,2300,16086.0,,road view,26.855163,75.788685,https://www.squareyards.com/resale-2300-sq-ft-plot-in-mahaveer-nagar/9837001
kishorpura, kishorpura,8400000.0,2700,3111.0,,,26.9392965,75.6629807,https://www.squareyards.com/resale-300-sq-yd-plot-in-happy-residdancy/9578485
ajmer road, ajmer road,5295000.0,900,5883.0,,,26.8461034604604,75.6681421771646,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9578228
hardhyanpura, hardhyanpura,5250000.0,1170,4487.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-130-sq-yd-plot-in-hardhyanpura/9790276
neota, neota,3324000.0,999,3327.0,,,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-amber/9682756
vatika/vatika road, vatika,3822000.0,1044,3660.0,east facing,garden view,26.7104936,75.8025492,https://www.squareyards.com/resale-116-sq-yd-plot-in-vatika/9251976
sanganer, sanganer,10600000.0,1450,7310.0,,garden view,,,https://www.squareyards.com/resale-1450-sq-ft-plot-in-gokul-aangan-sanganer/9433951
diggi road, diggi road,5726000.0,3708,1544.0,,garden view,26.8018405,75.77791,https://www.squareyards.com/resale-412-sq-yd-plot-in-diggi-road/9734848
kalwar road, kalwar road,1250000.0,945,1322.0,,,26.952882,75.699332,https://www.squareyards.com/resale-105-sq-yd-plot-in-kalwar-road/9598718
vatika/vatika road, vatika road,3295000.0000000005,900,3661.0,east facing,garden view,26.7140841,75.801459,https://www.squareyards.com/resale-100-sq-yd-plot-in-gunsagar-valley-lakhna-ro/9258666
kalwara, kalwara,1370000.0,990,1383.0,,road view,,,https://www.squareyards.com/resale-110-sq-yd-plot-in-mahindra-world-city-jaipur/9660352
other, machwa,6588000.0,1098,6000.0,east facing,road view,,,https://www.squareyards.com/resale-122-sq-yd-plot-in-kedia-aravali/9831404
mansarovar, mansarovar extension,24800000.0,2799,8860.0,,,26.8341165459913,75.7522803917527,https://www.squareyards.com/resale-311-sq-yd-plot-in-mansarovar-extension/9307109
kalwar road, kalwar road,1368000.0,1071,1277.0,east facing,garden view,26.952882,75.699332,https://www.squareyards.com/resale-119-sq-yd-plot-in-kalwar-road/9650711
ajmer road, ajmer road,1245000.0,900,1383.0,east facing,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9456065
tonk road, tonk road,4390000.0,1800,2438.0,north facing,road view,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-200-sq-yd-plot-in-tonk-road/9801932
ajmer road, ajmer road,1100000.0,900,1222.0,,,26.8253486,75.4630174,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9341885
kalwara, kalwara,2100000.0,1008,2083.0,,,26.798603,75.632533,https://www.squareyards.com/resale-112-sq-yd-plot-in-kalwara/9640689
other, boytawala,9318000.0,1368,6811.0,,,,,https://www.squareyards.com/resale-152-sq-yd-plot-in-aman-enclave-boytawala/9647691
other, ajairajpura,1491000.0,792,1882.0,,,26.8012081613724,75.6770521402359,https://www.squareyards.com/resale-88-sq-yd-plot-in-ajairajpura/9252102
vaishali nagar, vidhyut nagar,26000000.0,2052,12670.0,east facing,road view,26.898232,75.750303,https://www.squareyards.com/resale-228-sq-yd-plot-in-vidhyut-nagar/9354827
ajmer road, ajmer road,1200000.0,900,1333.0,east facing,road view,26.9160990307507,75.7939823716879,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9264232
sirsi road, sirsi road,7984999.999999999,1575,5069.0,,,26.92315,75.690631,https://www.squareyards.com/resale-175-sq-yd-plot-in-sirsi-road/9365456
diggid road, diggi malpura road,1650000.0,900,1833.0,,,26.75856943575189,75.74548535048962,https://www.squareyards.com/resale-100-sq-yd-plot-in-world-one-park/9611476
jagatpura, jagatpura,6556999.999999999,1557,4211.0,,,,,https://www.squareyards.com/resale-1557-sq-ft-plot-in-unicorn-galaxy/9320617
other, daulatpura,2302000.0,900,2557.0,east facing,garden view,27.0824783,75.8306435,https://www.squareyards.com/resale-100-sq-yd-plot-in-daulatpura/9863700
tonk road, sachivalaya nagar,9190000.0,1800,5105.0,east facing,garden view,,,https://www.squareyards.com/resale-200-sq-yd-plot-in-riyasat-govindam-homes/9489346
diggid road, diggi malpura road,4225000.0,1854,2278.0,east facing,water view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-206-sq-yd-plot-in-bhaskar-enclave/9665001
central jaipur, siwar,3850000.0,999,3853.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-bhumija-alankar/9395595
other, daulatpura,4275000.0,2700,1583.0,east facing,road view,27.0824783,75.8306435,https://www.squareyards.com/resale-300-sq-yd-plot-in-daulatpura/9767731
renwal manji, renwal manji,4285000.0,1926,2224.0,east facing,road view,26.86669923752401,75.89269671589136,https://www.squareyards.com/resale-214-sq-yd-plot-in-renwal-manji/9872738
ajmer road, ajmer road,3772000.0,999,3775.0,west facing,road view,26.893845,75.747296,https://www.squareyards.com/resale-111-sq-yd-plot-in-dwarika/8922725
renwal manji, renwal manji,1300000.0,765,1699.0,,,,,https://www.squareyards.com/resale-85-sq-yd-plot-in-ansal-florence-town/9853086
jagatpura, mahal road,5100000.0,999,5105.0,east facing,road view,26.7567088238641,75.8698265254498,https://www.squareyards.com/resale-111-sq-yd-plot-in-002-open-plot/8387170
vaishali nagar, vaishali nagar,4570000.0,936,4882.0,,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-104-sq-yd-plot-in-keshva-green/8754173
vaishali nagar, vaishali nagar,14600000.0,2196,6648.0,,road view,,,https://www.squareyards.com/resale-244-sq-yd-plot-in-manglams-vaishali-estate/9864571
diggi road, diggi road,2658000.0,1008,2636.0,east facing,garden view,26.8018405,75.77791,https://www.squareyards.com/resale-112-sq-yd-plot-in-the-knowledge-park/9706562
sikar road, sikar road,10100000.0,1503,6719.0,east facing,road view,,,https://www.squareyards.com/resale-167-sq-yd-plot-in-unnati-vihar/9785693
shivdaspura, shivdaspura,7094000.0,1728,4105.0,west facing,road view,26.711423,75.896013,https://www.squareyards.com/resale-192-sq-yd-plot-in-shivdaspura/9308466
sitapura, sitapura,4500000.0,900,5000.0,east facing,garden view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-kunj/9674811
sanganer, sanganer,3700000.0,999,3703.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-vatika-residency/9863962
ajmer road, mahapura,5775000.0,945,6111.0,east facing,garden view,26.8476081295916,75.669398792088,https://www.squareyards.com/resale-105-sq-yd-plot-in-govind-aashray-grand/9647563
other, nayla,7200000.0,1800,4000.0,west facing,road view,26.8985076995354,75.8342098072171,https://www.squareyards.com/resale-200-sq-yd-plot-in-the-riyasat-delight/9369395
shivdaspura, shivdaspura,2600000.0,999,2602.0,east facing,garden view,26.7474334512164,75.9259661659598,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-heritage/9389225
ajmer road, ajmer road,3895000.000000001,900,4327.0,,,26.8938045,75.7472084,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9780114
ajmer road, jaipur ajmer express highway,3900000.0,1350,2888.0,east facing,road view,26.8892013,75.6339017,https://www.squareyards.com/resale-150-sq-yd-plot-in-happy-residency/9556732
jagatpura, jagatpura,19000000.0,1620,11728.0,west facing,garden view,26.8043509413958,75.8754232898355,https://www.squareyards.com/resale-162-sq-mt-plot-in-jagatpura/9347366
kishorpura, kishorpura,6539000.0,2268,2883.0,,road view,26.7485954216499,75.7078908383846,https://www.squareyards.com/resale-252-sq-yd-plot-in-krishna-vatika-kishorpura/9556009
ajmer road, ajmer road,2886000.0,999,2888.0,,,26.8367549,75.6997467,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/9540987
vatika/vatika road, vatika,3300000.0,1080,3055.0,east facing,road view,26.7516941510001,75.8108574897051,https://www.squareyards.com/resale-120-sq-yd-plot-in-riyasat-paradise/9454273
bhakrota, bhakrota,2831000.0,1381,2049.0,east facing,garden view,26.8708346,75.69726659999999,https://www.squareyards.com/resale-1381-sq-ft-plot-in-bhakrota/9800263
central jaipur, bani park,40000000.0,2000,20000.0,east facing,garden view,26.930559,75.793611,https://www.squareyards.com/resale-2000-sq-ft-plot-in-independent/9359272
jaisinghpura, jais,3005000.0,900,3338.0,east facing,road view,26.836979,75.699181,https://www.squareyards.com/resale-100-sq-yd-plot-in-jaisinghpura/9513127
ajmer road, jaipur ajmer express highway,2686000.0,1044,2572.0,east facing,garden view,26.874566,75.707516,https://www.squareyards.com/resale-116-sq-yd-plot-in-jaipur-ajmer-express-highway/9497722
tonk road, tonk road,4000000.0,990,4040.0,,,,,https://www.squareyards.com/resale-110-sq-yd-plot-in-shreenath-regency/9673187
other, prithvis,3000000.0,900,3333.0,,garden view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-yaduraj-enclave/9443555
diggid road, diggi malpura road,2200000.0,2025,1086.0,east facing,road view,26.350354,75.41125,https://www.squareyards.com/resale-225-sq-yd-plot-in-diggi-malpura-road/9398458
kalwar road, kalwar road,1322000.0,1035,1277.0,east facing,garden view,26.952882,75.699332,https://www.squareyards.com/resale-115-sq-yd-plot-in-kalwar-road/9650615
jagatpura, jagatpura,8500000.0,999,8508.0,east facing,road view,26.802983055747617,75.87429005652666,https://www.squareyards.com/resale-111-sq-yd-plot-in-porwal-realty/9690739
vaishali nagar, vidhyut nagar,25500000.0,2070,12318.0,east facing,road view,26.898232,75.750303,https://www.squareyards.com/resale-230-sq-yd-plot-in-vidhyut-nagar/9355069
phagi road, phagi road,797000.0,450,1771.0,,,26.62219,75.4608296,https://www.squareyards.com/resale-50-sq-yd-plot-in-phagi-road/9762200
hardhyanpura, hardhyanpura,5150000.0,1260,4087.0,east facing,garden view,26.8357755,75.5913278,https://www.squareyards.com/resale-140-sq-yd-plot-in/9717216
other, shriramgopalpura,12500000.0,2763,4524.0,,,,,https://www.squareyards.com/resale-307-sq-yd-plot-in-riyasat-krishnam-residency/9639895
sanganer, sanganer,2331000.0,990,2354.0,east facing,road view,26.8191641,75.7659513,https://www.squareyards.com/resale-110-sq-yd-plot-in-krishna-vatika/9618232
jagatpura, jagatpura,12100000.0,1800,6722.0,,garden view,26.835285,75.824203,https://www.squareyards.com/resale-200-sq-yd-plot-in-jagatpura/9524211
other, ajairajpura,1491000.0,792,1882.0,east facing,,26.8012081613724,75.6770521402359,https://www.squareyards.com/resale-88-sq-yd-plot-in-ajairajpura/9252062
sirsi road, sirsi road,8088000.0,2322,3483.0,,,26.92315,75.690631,https://www.squareyards.com/resale-258-sq-yd-plot-in-sirsi-road/9365459
ajmer road, ajmer road,1852000.0,1242,1491.0,,,26.893845,75.747296,https://www.squareyards.com/resale-138-sq-yd-plot-in-ajmer-road/9835953
kalwar road, bhambori,1500000.0,901,1664.0,,road view,26.965872,75.623303,https://www.squareyards.com/resale-901-sq-ft-plot-in-bhambori/9531550
kalwara, kalwara,2195000.0,900,2438.0,east facing,,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-mahindra-world-city-jaipur/9260919
ajmer road, ajmer road,1947000.0,918,2120.0,,garden view,26.893845,75.747296,https://www.squareyards.com/resale-102-sq-yd-plot-in-ajmer-road/9518248
tonk road, tonk road,3695000.000000001,900,4105.0,east facing,garden view,26.7474334512164,75.9259661659598,https://www.squareyards.com/resale-100-sq-yd-plot-in-tonk-road/9164929
kalwar road, kalwar road,1230000.0,918,1339.0,east facing,garden view,26.952882,75.699332,https://www.squareyards.com/resale-102-sq-yd-plot-in-kalwar-road/9547567
mansarovar, mansarovar extension,40000000.0,3636,11001.0,east facing,road view,26.835902052145315,75.72761915831711,https://www.squareyards.com/resale-404-sq-yd-plot-in-mansarovar-extension/9607602
other, manchwa,4000000.0,1368,2923.0,east facing,road view,,,https://www.squareyards.com/resale-152-sq-yd-plot-in-ramdev-nagar/9160153
kalwara, kalwara,2200000.0,1008,2182.0,,,26.798603,75.632533,https://www.squareyards.com/resale-112-sq-yd-plot-in-kalwara/9510264
jagatpura, jagatpura,11299999.999999998,2970,3804.0,east facing,road view,26.8176736,75.86171709999999,https://www.squareyards.com/resale-330-sq-yd-plot-in-galaxy-star-city/9204376
mansarovar, mansarovar extension,11700000.0,1503,7784.0,east facing,road view,26.837454066900925,75.75059495866299,https://www.squareyards.com/resale-167-sq-yd-plot-in-krishana-sagar/9133458
tonk road, tonk road,3400000.0,1494,2275.0,,road view,26.6816629,75.9383404,https://www.squareyards.com/resale-166-sq-yd-plot-in-riyasat-heritage/9527887
sanganer, sanganer,5100000.0,999,5105.0,east facing,garden view,26.7674657,75.8361692,https://www.squareyards.com/resale-111-sq-yd-plot-in-bank-officers-colony/9346786
other, muralipura,5675000.0,1242,4569.0,east facing,garden view,26.91243347431389,75.78727081418037,https://www.squareyards.com/resale-138-sq-yd-plot-in-krishnam-residency/9549010
bhakrota, bhankrota,6700000.0,999,6706.0,west facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-the-sapphire-park/9393903
ajmer road, jaipur-ajmer express highway,3395000.0000000005,900,3772.0,,,26.8535380662161,75.6293795630336,https://www.squareyards.com/resale-100-sq-yd-plot-in-dwarika-the-model-town/8186556
ajmer road, ajmer road,4847000.0,1206,4019.0,north facing,garden view,26.82309508773808,75.54753564298153,https://www.squareyards.com/resale-134-sq-yd-plot-in-ajmer-road/8302410
diggid road, diggi malpura road,2458000.0,1008,2438.0,,,26.350354,75.41125,https://www.squareyards.com/resale-112-sq-yd-plot-in-diggi-malpura-road/9720299
other, prithvis,4500000.0,999,4504.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-gokul-kripa-royal-green-city/9545970
tonk road, tonk road,2000000.0,900,2222.0,,,,,https://www.squareyards.com/resale-90-sq-mt-plot-in-rk-vatika-city/9728924
central jaipur, gopalpura,16100000.000000002,1908,8438.0,north east facing,road view,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-212-sq-yd-plot-in-gopal-nagar-geetanjali/8643195
khatipura, khatipura,2095000.0,900,2327.0,,,,,
jagatpura, jagatpura,10000000.0,2403,4161.0,north facing,road view,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-267-sq-yd-plot-in-004-open-plot/8392273
ajmer road, ajmer road,5243000.0,1125,4660.0,,,26.8973631126541,75.7850449159741,https://www.squareyards.com/resale-125-sq-yd-plot-in-ajmer-road/9809862
vatika/vatika road, vatika,2800000.0,900,3111.0,north east facing,road view,,,https://www.squareyards.com/resale-100-sq-yd-plot-in-riyasat-vatika/9674977
sikar road, sikar road,6500000.0,999,6506.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-ashiana-greens/9782044
shivdaspura, shivdaspura,2900000.0,999,2902.0,east facing,garden view,,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-town/9357425
ajmer road, ajmer road,5400000.0,999,5405.0,east facing,garden view,26.83675491886306,75.69974664598703,https://www.squareyards.com/resale-111-sq-yd-plot-in-royal-aangan/9385729
bhapura, bhapura,2300000.0,900,2555.0,,garden view,26.7378969,75.6615384,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-world-city/9377088
bhapura, bhapura,2300000.0,900,2555.0,east facing,garden view,26.80120816137237,75.6770521402359,https://www.squareyards.com/resale-100-sq-yd-plot-in-vrb-global-city/9465666
shivdaspura, shivdaspura,9600000.0,2700,3555.0,,,26.8055982136874,75.8613460510969,https://www.squareyards.com/resale-300-sq-yd-plot-in-ganesh-vihar-vistar/9308049
jagatpura, jagatpura,22300000.0,2799,7967.0,east facing,road view,26.807219527459534,75.86526341736317,https://www.squareyards.com/resale-311-sq-yd-plot-in-pink-city-enclave-jagatpu/9349504
vatika/vatika road, vatika,3400000.0,1125,3022.0,east facing,garden view,26.7516941510001,75.8108574897051,https://www.squareyards.com/resale-125-sq-yd-plot-in-riyasat-paradise/9454833
kishorpura, kishorpura,2150000.0,900,2388.0,,road view,26.7485954216499,75.7078908383846,https://www.squareyards.com/resale-100-sq-yd-plot-in-kishorpura/9275056
renwal manji, renwal manji,3219000.0,1449,2221.0,west facing,road view,26.86669923752401,75.89269671589136,https://www.squareyards.com/resale-161-sq-yd-plot-in-renwal-manji/9854950
ajmer road, jaipur ajmer express highway,2663000.0,1044,2550.0,east facing,garden view,26.874566,75.707516,https://www.squareyards.com/resale-116-sq-yd-plot-in-jaipur-ajmer-express-highway/9497720
tonk road, tonk road,2000000.0,720,2777.0,,,,,https://www.squareyards.com/resale-80-sq-yd-plot-in-shreenath-regency/9672401
vatika/vatika road, vatika,1590000.0,900,1766.0,,,26.7516543321152,75.8260344341397,https://www.squareyards.com/resale-100-sq-yd-plot-in-vatika/9463715
kalwar road, kalwar road,1460000.0,1143,1277.0,east facing,garden view,26.952882,75.699332,https://www.squareyards.com/resale-127-sq-yd-plot-in-kalwar-road/9650756
jaisinghpura, jais,4950000.0,810,6111.0,east facing,road view,,,https://www.squareyards.com/resale-90-sq-yd-plot-in-auric-city-homes-jaipur/9391677
mahaveer nagar, mahaveer nagar,13500000.0,1000,13500.0,,road view,26.855163,75.788685,https://www.squareyards.com/resale-1000-sq-ft-plot-in-mahaveer-nagar/9844906
ajmer road, ajmer road,13899999.999999998,2025,6864.0,,,26.8938045,75.7472084,https://www.squareyards.com/resale-225-sq-yd-plot-in-ajmer-road/9805683
ajmer road, ajmer road,13700000.000000002,2115,6477.0,,,26.8938045,75.7472084,https://www.squareyards.com/resale-235-sq-yd-plot-in-ajmer-road/9805702
ajmer road, ajmer road,6789000.0,1260,5388.0,,,26.8938045,75.7472084,https://www.squareyards.com/resale-140-sq-yd-plot-in-ajmer-road/9805771
ajmer road, ajmer road,7780000.0,1305,5961.0,,,26.8938045,75.7472084,https://www.squareyards.com/resale-145-sq-yd-plot-in-ajmer-road/9805766
central jaipur, vidhyadhar nagar,5322000.0,2190,2430.0,,road view,,,https://www.squareyards.com/resale-2190-sq-ft-plot-in-nayak-tower/9703397
sirsi road, sirsi road,9200000.0,1800,5111.0,north facing,road view,,,https://www.squareyards.com/resale-200-sq-yd-plot-in-manglams-balaji-city/9647263
