,property_type,location_area,location,total_price,bhk,bath,covered_parking,open_parking,furnished_status,property_link,builtup_area
1263,builder floor,sirsi road, Sirsi Road,7890000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1578-sq-ft-builder-floor-in-sirsi-road/9815610,1578.0
1264,builder floor,sirsi road, Sirsi Road,8220000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1644-sq-ft-builder-floor-in-sirsi-road/9815626,1644.0
1265,builder floor,sirsi road, Sirsi Road,8945000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1789-sq-ft-builder-floor-in-sirsi-road/9815647,1789.0
1266,builder floor,sirsi road, Sirsi Road,7809999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1562-sq-ft-builder-floor-in-sirsi-road/9815604,1562.0
1267,builder floor,sirsi road, Sirsi Road,8084999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1617-sq-ft-builder-floor-in-sirsi-road/9815622,1617.0
1268,builder floor,sirsi road, Sirsi Road,8059999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1612-sq-ft-builder-floor-in-sirsi-road/9815620,1612.0
1269,builder floor,sirsi road, Sirsi Road,6030000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1206-sq-ft-builder-floor-in-sirsi-road/9814951,1206.0
1270,builder floor,sirsi road, Sirsi Road,5500000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1100-sq-ft-builder-floor-in-sirsi-road/9814931,1100.0
1271,builder floor,sirsi road, Sirsi Road,6240000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1248-sq-ft-builder-floor-in-sirsi-road/9814960,1248.0
1272,builder floor,sirsi road, Sirsi Road,5670000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1134-sq-ft-builder-floor-in-sirsi-road/9814937,1134.0
1273,builder floor,sirsi road, Sirsi Road,5165000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1033-sq-ft-builder-floor-in-sirsi-road/9814918,1033.0
1274,builder floor,sirsi road, Sirsi Road,5135000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1027-sq-ft-builder-floor-in-sirsi-road/9814917,1027.0
1275,builder floor,sirsi road, Sirsi Road,5270000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1054-sq-ft-builder-floor-in-sirsi-road/9814921,1054.0
1276,builder floor,sirsi road, Sirsi Road,5770000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1154-sq-ft-builder-floor-in-sirsi-road/9814942,1154.0
1277,builder floor,bhapura, Bhapura,7920000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1584-sq-ft-builder-floor-in-bhapura/9797178,1584.0
1278,builder floor,bhapura, Bhapura,7815000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1563-sq-ft-builder-floor-in-bhapura/9797172,1563.0
1279,builder floor,bhapura, Bhapura,7840000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1568-sq-ft-builder-floor-in-bhapura/9797174,1568.0
1280,builder floor,bhapura, Bhapura,7340000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1468-sq-ft-builder-floor-in-bhapura/9797153,1468.0
1281,builder floor,bhapura, Bhapura,7534999.999999999,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1507-sq-ft-builder-floor-in-bhapura/9797160,1507.0
1282,builder floor,bhapura, Bhapura,8175000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1635-sq-ft-builder-floor-in-bhapura/9797185,1635.0
1283,builder floor,bhapura, Bhapura,7980000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1596-sq-ft-builder-floor-in-bhapura/9797180,1596.0
1284,builder floor,bhapura, Bhapura,8234999.999999999,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1647-sq-ft-builder-floor-in-bhapura/9797186,1647.0
1285,builder floor,vaishali nagar, Vaishali Nagar,7834999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1567-sq-ft-builder-floor-in-vaishali-nagar/9803940,1567.0
1286,builder floor,vaishali nagar, Vaishali Nagar,7530000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1506-sq-ft-builder-floor-in-vaishali-nagar/9803884,1506.0
1287,builder floor,vaishali nagar, Vaishali Nagar,8465000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1693-sq-ft-builder-floor-in-vaishali-nagar/9804139,1693.0
1288,builder floor,sirsi road, Sirsi Road,6165000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1233-sq-ft-builder-floor-in-sirsi-road/9814956,1233.0
1289,builder floor,sirsi road, Sirsi Road,5475000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1095-sq-ft-builder-floor-in-sirsi-road/9814930,1095.0
1290,builder floor,sirsi road, Sirsi Road,6480000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1296-sq-ft-builder-floor-in-sirsi-road/9814966,1296.0
1291,builder floor,sirsi road, Sirsi Road,5815000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1163-sq-ft-builder-floor-in-sirsi-road/9814944,1163.0
1292,builder floor,sirsi road, Sirsi Road,5640000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1128-sq-ft-builder-floor-in-sirsi-road/9814936,1128.0
1293,builder floor,sirsi road, Sirsi Road,7740000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1548-sq-ft-builder-floor-in-sirsi-road/9815595,1548.0
1294,builder floor,sirsi road, Sirsi Road,8725000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1745-sq-ft-builder-floor-in-sirsi-road/9815643,1745.0
1295,builder floor,sirsi road, Sirsi Road,7940000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1588-sq-ft-builder-floor-in-sirsi-road/9815615,1588.0
1296,builder floor,sirsi road, Sirsi Road,8425000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1685-sq-ft-builder-floor-in-sirsi-road/9815634,1685.0
1297,builder floor,sirsi road, Sirsi Road,7559999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1512-sq-ft-builder-floor-in-sirsi-road/9815587,1512.0
1298,builder floor,sirsi road, Sirsi Road,6145000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1229-sq-ft-builder-floor-in-sirsi-road/9814955,1229.0
1299,builder floor,sirsi road, Sirsi Road,5365000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1073-sq-ft-builder-floor-in-sirsi-road/9814926,1073.0
1300,builder floor,sirsi road, Sirsi Road,6070000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1214-sq-ft-builder-floor-in-sirsi-road/9814952,1214.0
1301,builder floor,sirsi road, Sirsi Road,5290000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1058-sq-ft-builder-floor-in-sirsi-road/9814923,1058.0
1302,builder floor,sirsi road, Sirsi Road,8184999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1637-sq-ft-builder-floor-in-sirsi-road/9815625,1637.0
1303,builder floor,sirsi road, Sirsi Road,7909999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1582-sq-ft-builder-floor-in-sirsi-road/9815613,1582.0
1304,builder floor,sirsi road, Sirsi Road,8259999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1652-sq-ft-builder-floor-in-sirsi-road/9815628,1652.0
1305,builder floor,sirsi road, Sirsi Road,8234999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1647-sq-ft-builder-floor-in-sirsi-road/9815627,1647.0
1306,builder floor,sirsi road, Sirsi Road,7684999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1537-sq-ft-builder-floor-in-sirsi-road/9815592,1537.0
1307,builder floor,sirsi road, Sirsi Road,5740000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1148-sq-ft-builder-floor-in-sirsi-road/9814941,1148.0
1308,builder floor,bhapura, Bhapura,5695000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1139-sq-ft-builder-floor-in-bhapura/9796690,1139.0
1309,builder floor,vaishali nagar, Vaishali Nagar,7734999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1547-sq-ft-builder-floor-in-vaishali-nagar/9803915,1547.0
1310,builder floor,vaishali nagar, Vaishali Nagar,7500000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-builder-floor-in-vaishali-nagar/9803830,1500.0
1311,builder floor,vaishali nagar, Vaishali Nagar,8270000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1654-sq-ft-builder-floor-in-vaishali-nagar/9804041,1654.0
1312,builder floor,sirsi road, Sirsi Road,8760000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1752-sq-ft-builder-floor-in-sirsi-road/9815644,1752.0
1313,builder floor,sirsi road, Sirsi Road,8000000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-builder-floor-in-sirsi-road/9815619,1600.0
1314,builder floor,sirsi road, Sirsi Road,8140000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1628-sq-ft-builder-floor-in-sirsi-road/9815621,1628.0
1315,builder floor,sirsi road, Sirsi Road,8440000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1688-sq-ft-builder-floor-in-sirsi-road/9815635,1688.0
1316,builder floor,sirsi road, Sirsi Road,7665000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1533-sq-ft-builder-floor-in-sirsi-road/9815590,1533.0
1317,builder floor,sirsi road, Sirsi Road,7590000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1518-sq-ft-builder-floor-in-sirsi-road/9815396,1518.0
1318,builder floor,sirsi road, Sirsi Road,8290000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1658-sq-ft-builder-floor-in-sirsi-road/9815629,1658.0
1319,builder floor,sirsi road, Sirsi Road,8115000.000000001,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1623-sq-ft-builder-floor-in-sirsi-road/9815623,1623.0
1320,builder floor,sirsi road, Sirsi Road,5890000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1178-sq-ft-builder-floor-in-sirsi-road/9814947,1178.0
1321,builder floor,sirsi road, Sirsi Road,5985000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1197-sq-ft-builder-floor-in-sirsi-road/9814949,1197.0
1322,builder floor,sirsi road, Sirsi Road,6345000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1269-sq-ft-builder-floor-in-sirsi-road/9814963,1269.0
1323,builder floor,sirsi road, Sirsi Road,5405000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1081-sq-ft-builder-floor-in-sirsi-road/9814928,1081.0
1324,builder floor,sirsi road, Sirsi Road,5025000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1005-sq-ft-builder-floor-in-sirsi-road/9814913,1005.0
1325,builder floor,sirsi road, Sirsi Road,5060000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1012-sq-ft-builder-floor-in-sirsi-road/9814914,1012.0
1326,builder floor,vaishali nagar, Vaishali Nagar,8184999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1637-sq-ft-builder-floor-in-vaishali-nagar/9804036,1637.0
1327,builder floor,vaishali nagar, Vaishali Nagar,7859999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1572-sq-ft-builder-floor-in-vaishali-nagar/9803948,1572.0
1328,builder floor,vaishali nagar, Vaishali Nagar,7809999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1562-sq-ft-builder-floor-in-vaishali-nagar/9803932,1562.0
1329,builder floor,sirsi road, Sirsi Road,8500000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1700-sq-ft-builder-floor-in-sirsi-road/9815637,1700.0
1330,builder floor,sirsi road, Sirsi Road,8925000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1785-sq-ft-builder-floor-in-sirsi-road/9815695,1785.0
1331,builder floor,sirsi road, Sirsi Road,7855000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1571-sq-ft-builder-floor-in-sirsi-road/9815608,1571.0
1332,builder floor,sirsi road, Sirsi Road,7620000.0,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1524-sq-ft-builder-floor-in-sirsi-road/9815588,1524.0
1333,builder floor,sirsi road, Sirsi Road,8159999.999999999,3.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-pooja-room-1632-sq-ft-builder-floor-in-sirsi-road/9815624,1632.0
1334,builder floor,sirsi road, Sirsi Road,5835000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1167-sq-ft-builder-floor-in-sirsi-road/9814945,1167.0
1335,builder floor,sirsi road, Sirsi Road,6000000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1200-sq-ft-builder-floor-in-sirsi-road/9814950,1200.0
1336,builder floor,sirsi road, Sirsi Road,6225000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1245-sq-ft-builder-floor-in-sirsi-road/9814959,1245.0
1337,builder floor,sirsi road, Sirsi Road,5615000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1123-sq-ft-builder-floor-in-sirsi-road/9814935,1123.0
1338,builder floor,sirsi road, Sirsi Road,5790000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1158-sq-ft-builder-floor-in-sirsi-road/9814943,1158.0
1339,builder floor,sirsi road, Sirsi Road,5710000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1142-sq-ft-builder-floor-in-sirsi-road/9814940,1142.0
1340,builder floor,bhapura, Bhapura,8290000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1658-sq-ft-builder-floor-in-bhapura/9797188,1658.0
1341,builder floor,bhapura, Bhapura,8330000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1666-sq-ft-builder-floor-in-bhapura/9797189,1666.0
1342,builder floor,bhapura, Bhapura,8125000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1625-sq-ft-builder-floor-in-bhapura/9797184,1625.0
1343,builder floor,bhapura, Bhapura,7790000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1558-sq-ft-builder-floor-in-bhapura/9797173,1558.0
1344,builder floor,bhapura, Bhapura,7615000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1523-sq-ft-builder-floor-in-bhapura/9797163,1523.0
1345,builder floor,bhapura, Bhapura,7570000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1514-sq-ft-builder-floor-in-bhapura/9797161,1514.0
1346,builder floor,bhapura, Bhapura,7384999.999999999,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1477-sq-ft-builder-floor-in-bhapura/9797155,1477.0
1347,builder floor,bhapura, Bhapura,7415000.000000001,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1483-sq-ft-builder-floor-in-bhapura/9797156,1483.0
1348,builder floor,bhapura, Bhapura,7480000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1496-sq-ft-builder-floor-in-bhapura/9797158,1496.0
1349,builder floor,bhapura, Bhapura,5600000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1120-sq-ft-builder-floor-in-bhapura/9796687,1120.0
1350,builder floor,bhapura, Bhapura,5570000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1114-sq-ft-builder-floor-in-bhapura/9796685,1114.0
1351,builder floor,anand nagar, Anand Nagar,4600000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1045-sq-ft-builder-floor-in-anand-nagar/9642776,1045.0
1352,builder floor,anand nagar, Anand Nagar,4758000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1100-sq-ft-builder-floor-in-anand-nagar/9642779,1100.0
1353,builder floor,anand nagar, Anand Nagar,4600000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1067-sq-ft-builder-floor-in-anand-nagar/9653313,1067.0
1354,builder floor,anand nagar, Anand Nagar,7845000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1500-sq-ft-builder-floor-in-anand-nagar/9653413,1500.0
1355,builder floor,anand nagar, Anand Nagar,7545000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1469-sq-ft-builder-floor-in-anand-nagar/9653393,1469.0
1356,builder floor,anand nagar, Anand Nagar,4500000.0,2.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-builder-floor-in-anand-nagar/9642774,1000.0
1357,builder floor,anand nagar, Anand Nagar,4385000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-995-sq-ft-builder-floor-in-anand-nagar/9642773,995.0
1358,builder floor,anand nagar, Anand Nagar,4765000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1085-sq-ft-builder-floor-in-anand-nagar/9653315,1085.0
1359,builder floor,anand nagar, Anand Nagar,6255000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1444-sq-ft-builder-floor-in-anand-nagar/9642836,1444.0
1360,builder floor,anand nagar, Anand Nagar,4700000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1085-sq-ft-builder-floor-in-anand-nagar/9642778,1085.0
1361,builder floor,anand nagar, Anand Nagar,8054000.000000001,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1536-sq-ft-builder-floor-in-anand-nagar/9653416,1536.0
1362,builder floor,anand nagar, Anand Nagar,7255000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1436-sq-ft-builder-floor-in-anand-nagar/9653392,1436.0
1363,builder floor,anand nagar, Anand Nagar,6984999.999999999,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1374-sq-ft-builder-floor-in-anand-nagar/9653383,1374.0
1364,builder floor,anand nagar, Anand Nagar,5865000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1258-sq-ft-builder-floor-in-anand-nagar/9653328,1258.0
1365,builder floor,anand nagar, Anand Nagar,7154000.000000001,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1421-sq-ft-builder-floor-in-anand-nagar/9653338,1421.0
1366,builder floor,anand nagar, Anand Nagar,7458000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1458-sq-ft-builder-floor-in-anand-nagar/9653340,1458.0
1367,builder floor,anand nagar, Anand Nagar,6855000.0,1.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-1522-sq-ft-builder-floor-in-anand-nagar/9642797,1522.0
1368,builder floor,anand nagar, Anand Nagar,6675000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1485-sq-ft-builder-floor-in-anand-nagar/9642845,1485.0
1369,builder floor,anand nagar, Anand Nagar,4985000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1195-sq-ft-builder-floor-in-anand-nagar/9642784,1195.0
1370,builder floor,anand nagar, Anand Nagar,6475000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-pooja-room-1468-sq-ft-builder-floor-in-anand-nagar/9642839,1468.0
1371,builder floor,anand nagar, Anand Nagar,4900000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1175-sq-ft-builder-floor-in-anand-nagar/9642785,1175.0
1372,builder floor,anand nagar, Anand Nagar,3574000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-567-sq-ft-builder-floor-in-anand-nagar/9642757,567.0
1373,builder floor,anand nagar, Anand Nagar,3600000.0,1.0,1.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-1-bhk-585-sq-ft-builder-floor-in-anand-nagar/9642758,585.0
1374,builder floor,anand nagar, Anand Nagar,8565000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1585-sq-ft-builder-floor-in-anand-nagar/9653420,1585.0
1375,builder floor,anand nagar, Anand Nagar,5785000.0,2.0,2.0,1.0,,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1247-sq-ft-builder-floor-in-anand-nagar/9653327,1247.0
1376,builder floor,civil lines, Civil L,4779000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-869-sq-ft-builder-floor-in-uttams-shiv/9867498,869.0
1377,builder floor,civil lines, Civil L,5087000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-925-sq-ft-builder-floor-in-uttams-shiv/9867505,925.0
1378,builder floor,civil lines, Civil L,5786000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1052-sq-ft-builder-floor-in-uttams-shiv/9867523,1052.0
1379,builder floor,civil lines, Civil L,5494000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-999-sq-ft-builder-floor-in-uttams-shiv/9867513,999.0
1380,builder floor,civil lines, Civil L,5879000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1069-sq-ft-builder-floor-in-uttams-shiv/9867527,1069.0
1381,builder floor,civil lines, Civil L,5962000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-1084-sq-ft-builder-floor-in-uttams-shiv/9867531,1084.0
1382,builder floor,civil lines, Civil L,5214000.0,2.0,2.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-2-bhk-948-sq-ft-builder-floor-in-uttams-shiv/9867507,948.0
1383,builder floor,civil lines, Civil L,9900000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1800-sq-ft-builder-floor-in-uttams-shiv/9868254,1800.0
1384,builder floor,civil lines, Civil L,10200000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1865-sq-ft-builder-floor-in-uttams-shiv/9868261,1865.0
1385,builder floor,civil lines, Civil L,10300000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1886-sq-ft-builder-floor-in-uttams-shiv/9868263,1886.0
1386,builder floor,civil lines, Civil L,9669000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1758-sq-ft-builder-floor-in-uttams-shiv/9868249,1758.0
1387,builder floor,civil lines, Civil L,10500000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1927-sq-ft-builder-floor-in-uttams-shiv/9868269,1927.0
1388,builder floor,civil lines, Civil L,9993000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1817-sq-ft-builder-floor-in-uttams-shiv/9868256,1817.0
1390,builder floor,civil lines, Civil L,8552000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1555-sq-ft-builder-floor-in-uttams-shiv/9868222,1555.0
1391,builder floor,civil lines, Civil L,9493000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1726-sq-ft-builder-floor-in-uttams-shiv/9868245,1726.0
1392,builder floor,civil lines, Civil L,8657000.0,3.0,3.0,1.0,1.0,Semi-Furnished,https://www.squareyards.com/resale-3-bhk-1574-sq-ft-builder-floor-in-uttams-shiv/9868225,1574.0
