,location_area,property_location,total_price,area_sqft,outside_view,property_link
2838,tonk road, tonk road,4000000.0,1620.0,,https://www.squareyards.com/resale-180-sq-yd-plot-in-shreenath-regency/9695331
2839,tonk road, tonk road,6200000.0,180.0,,https://www.squareyards.com/resale-180-sq-ft-plot-in-shreenath-regency/9695805
2840,mahaveer nagar, mahaveer nagar,18200000.0,1150.0,road view,https://www.squareyards.com/resale-1150-sq-ft-plot-in-mahaveer-nagar/9837494
2841,mahaveer nagar, mahaveer nagar,26200000.0,1650.0,road view,https://www.squareyards.com/resale-1650-sq-ft-plot-in-mahaveer-nagar/9837503
2842,mahaveer nagar, mahaveer nagar,16000000.0,1010.0,road view,https://www.squareyards.com/resale-1010-sq-ft-plot-in-mahaveer-nagar/9837519
2846,mahaveer nagar, mahaveer nagar,23000000.0,1450.0,road view,https://www.squareyards.com/resale-1450-sq-ft-plot-in-mahaveer-nagar/9837501
2849,tonk road, tonk road,3300000.0,1440.0,,https://www.squareyards.com/resale-160-sq-yd-plot-in-shreenath-regency/9695369
2850,tonk road, tonk road,9190000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in-bank-officers-colony/9556300
2851,other, pahadiya road,4000000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-sitarampura-extension/9577205
2852,vatika/vatika road, vatika,4000000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-salasar-balaji-enclave/9586714
2853,sikar road, sikar road,4850000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrandavan/9579902
2854,agra road, agra road,4500000.0,954.0,water view,https://www.squareyards.com/resale-106-sq-yd-plot-in-govind-nagar/9558543
2855,ajmer road, ajmer road,2850000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-pearl-enclave/9558559
2856,tonk road, tonk road,4500000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-elite-park/9570374
2857,other, murlipura,4580000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-shyam-nagar/9576627
2858,jagatpura, jagatpura,4650000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-platinum/9551698
2859,ajmer road, ajmer road,2850000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-balaji-green/9576622
2860,vaishali nagar, vaishali nagar,3850000.0,999.0,water view,https://www.squareyards.com/resale-111-sq-yd-plot-in-royal-avenue/9558554
2861,renwal manji, renwal manji,1225000.0,621.0,road view,https://www.squareyards.com/resale-69-sq-yd-plot-in-balaji-sundaram-manpurag/9556031
2862,delhi jaipur expressway, delhi-jaipur expressway,3546000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-universal-city/9565285
2863,renwal manji, renwal manji,2415000.0,1035.0,road view,https://www.squareyards.com/resale-115-sq-yd-plot-in-balaji-sundaram/9618765
2864,renwal manji, renwal manji,3360000.0,1440.0,road view,https://www.squareyards.com/resale-160-sq-yd-plot-in-balaji-sundarm/9619268
2865,tonk road, tonk road,2995000.0,900.0,,https://www.squareyards.com/resale-100-sq-yd-plot-in-anand-residency/9566032
2866,mansarovar, patrakar colony,6659999.999999999,540000.0,,https://www.squareyards.com/resale-60000-sq-yd-plot-in-abhimanyu-residence-patrk/9578938
2867,jaisinghpura, jais,3350000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-happy-kunj/9556101
2869,pratap nagar, pratap nagar,2900000.0,1350.0,road view,https://www.squareyards.com/resale-150-sq-yd-plot-in-pratap-nagar/9584779
2870,ajmer road, ajmer road,1381000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-ajmer-road/9623799
2871,kalwar road, bhambori,2886000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-bhumija-arpan/9578533
2872,vaishali nagar, ekta nagar,3996000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-riyasat-prime/9578896
2873,neota, neota,4000000.0,909.0,garden view,https://www.squareyards.com/resale-101-sq-yd-plot-in-neota/9607866
2874,neota, neota,4070000.000000001,1008.0,garden view,https://www.squareyards.com/resale-112-sq-yd-plot-in-neota/9607854
2875,neota, neota,4000000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-neota/9607859
2876,neota, neota,4000000.0,990.0,garden view,https://www.squareyards.com/resale-110-sq-yd-plot-in-neota/9607641
2877,neota, neota,4000000.0,972.0,garden view,https://www.squareyards.com/resale-108-sq-yd-plot-in-neota/9607861
2878,neota, neota,4000000.0,1224.0,garden view,https://www.squareyards.com/resale-136-sq-yd-plot-in-neota/9607873
2879,neota, neota,4000000.0,1206.0,garden view,https://www.squareyards.com/resale-134-sq-yd-plot-in-neota/9607871
2880,neota, neota,4000000.0,1170.0,garden view,https://www.squareyards.com/resale-130-sq-yd-plot-in-neota/9607865
2881,neota, neota,4000000.0,963.0,garden view,https://www.squareyards.com/resale-107-sq-yd-plot-in-neota/9607868
2882,neota, neota,4000000.0,891.0,garden view,https://www.squareyards.com/resale-99-sq-yd-plot-in-neota/9607872
2883,neota, neota,4000000.0,1188.0,garden view,https://www.squareyards.com/resale-132-sq-yd-plot-in-neota/9607870
2884,neota, neota,4230000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-neota/9607856
2885,neota, neota,4000000.0,1134.0,garden view,https://www.squareyards.com/resale-126-sq-yd-plot-in-neota/9607867
2886,neota, neota,4000000.0,1107.0,garden view,https://www.squareyards.com/resale-123-sq-yd-plot-in-neota/9607858
2887,neota, neota,4000000.0,1071.0,garden view,https://www.squareyards.com/resale-119-sq-yd-plot-in-neota/9607857
2888,neota, neota,4000000.0,873.0,garden view,https://www.squareyards.com/resale-97-sq-yd-plot-in-neota/9607884
2889,neota, neota,4000000.0,945.0,garden view,https://www.squareyards.com/resale-105-sq-yd-plot-in-neota/9607864
2890,other, ratalya,4005000.0,1152.0,garden view,https://www.squareyards.com/resale-128-sq-yd-plot-in-ratalya/9614495
2891,other, ratalya,4060000.0,1206.0,garden view,https://www.squareyards.com/resale-134-sq-yd-plot-in-ratalya/9614460
2892,other, ratalya,4001000.0,1287.0,garden view,https://www.squareyards.com/resale-143-sq-yd-plot-in-ratalya/9614480
2893,other, ratalya,4006000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-ratalya/9614500
2894,other, ratalya,4050000.0,1188.0,garden view,https://www.squareyards.com/resale-132-sq-yd-plot-in-ratalya/9614456
2895,other, ratalya,4010000.0,1125.0,garden view,https://www.squareyards.com/resale-125-sq-yd-plot-in-ratalya/9614299
2896,other, ratalya,4080000.0,1260.0,garden view,https://www.squareyards.com/resale-140-sq-yd-plot-in-ratalya/9614472
2897,other, ratalya,4015000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-ratalya/9614520
2898,other, ratalya,4090000.0,1035.0,garden view,https://www.squareyards.com/resale-115-sq-yd-plot-in-ratalya/9614516
2899,other, ratalya,4001000.0,1323.0,garden view,https://www.squareyards.com/resale-147-sq-yd-plot-in-ratalya/9614538
2900,other, ratalya,4008000.0,1071.0,garden view,https://www.squareyards.com/resale-119-sq-yd-plot-in-ratalya/9614510
2901,other, ratalya,4070000.000000001,1251.0,garden view,https://www.squareyards.com/resale-139-sq-yd-plot-in-ratalya/9614465
2902,other, ratalya,4045000.000000001,1278.0,garden view,https://www.squareyards.com/resale-142-sq-yd-plot-in-ratalya/9614531
2903,other, ratalya,4004000.0,1179.0,garden view,https://www.squareyards.com/resale-131-sq-yd-plot-in-ratalya/9614493
2904,other, ratalya,4040000.0,1206.0,garden view,https://www.squareyards.com/resale-134-sq-yd-plot-in-ratalya/9614453
2905,other, ratalya,4003000.0,1143.0,garden view,https://www.squareyards.com/resale-127-sq-yd-plot-in-ratalya/9614489
2906,other, ratalya,4025000.0,1116.0,garden view,https://www.squareyards.com/resale-124-sq-yd-plot-in-ratalya/9614524
2907,other, ratalya,4020000.000000001,1152.0,garden view,https://www.squareyards.com/resale-128-sq-yd-plot-in-ratalya/9614439
2908,other, ratalya,4020000.000000001,1116.0,garden view,https://www.squareyards.com/resale-124-sq-yd-plot-in-ratalya/9614444
2909,other, ratalya,4090000.0,1269.0,garden view,https://www.squareyards.com/resale-141-sq-yd-plot-in-ratalya/9614475
2910,other, ratalya,4030000.0,1170.0,garden view,https://www.squareyards.com/resale-130-sq-yd-plot-in-ratalya/9614450
2911,other, ratalya,4002000.000000001,1107.0,garden view,https://www.squareyards.com/resale-123-sq-yd-plot-in-ratalya/9614483
2912,other, ratalya,4007000.0,1026.0,garden view,https://www.squareyards.com/resale-114-sq-yd-plot-in-ratalya/9614506
2913,other, ratalya,4035000.0,1161.0,garden view,https://www.squareyards.com/resale-129-sq-yd-plot-in-ratalya/9614525
2914,ajmer road, ajmer road,1400000.0,459.0,,https://www.squareyards.com/resale-51-sq-yd-plot-in-uttam-shyamashish-park/9097823
2915,sirsi road, sirsi road,1833000.0,477.0,,https://www.squareyards.com/resale-53-sq-yd-plot-in-shyamashish-sinwar-city/8968194
2917,neota, neota,3351000.0,837.0,garden view,https://www.squareyards.com/resale-93-sq-yd-plot-in-neota/9485217
2918,neota, neota,3459000.0000000005,864.0,garden view,https://www.squareyards.com/resale-96-sq-yd-plot-in-neota/9485220
2919,neota, neota,3495000.0000000005,873.0,garden view,https://www.squareyards.com/resale-97-sq-yd-plot-in-neota/9485221
2920,ajmer road, ajmer road,2233000.0,1062.0,garden view,https://www.squareyards.com/resale-118-sq-yd-plot-in-ajmer-road/9518263
2921,ajmer road, ajmer road,2558000.0,1215.0,garden view,https://www.squareyards.com/resale-135-sq-yd-plot-in-ajmer-road/9518280
2922,ajmer road, ajmer road,2539000.0,1206.0,garden view,https://www.squareyards.com/resale-134-sq-yd-plot-in-ajmer-road/9518279
2923,sanganer, sanganer,10700000.0,1530.0,garden view,https://www.squareyards.com/resale-170-sq-yd-plot-in-shanti-nagar-sanganer/9434233
2925,sanganer, sanganer,10500000.0,1440.0,garden view,https://www.squareyards.com/resale-160-sq-yd-plot-in-shanti-nagar-sanganer/9422592
2929,other, ajairajpura,1705000.0,855.0,road view,https://www.squareyards.com/resale-95-sq-yd-plot-in-ganesham-aangan/8687924
2931,jagatpura, jagatpura,6558000.0,1557.0,,https://www.squareyards.com/resale-1557-sq-ft-plot-in-unicorn-galaxy/9320696
2932,ramchandpura, ramchandpura,4440000.0,999.0,road view,https://www.squareyards.com/resale-111-sq-yd-plot-in-unique-city-nri-villas/9199726
2941,bhapura, bhapura,2415000.0,945.0,road view,https://www.squareyards.com/resale-105-sq-yd-plot-in-bhapura/9388674
2943,other, b,21800000.0,5059.0,garden view,https://www.squareyards.com/resale-5059-sq-ft-plot-in-bhumija-prime/9367153
2945,bhapura, bhapura,4370000.0,1710.0,road view,https://www.squareyards.com/resale-190-sq-yd-plot-in-elite-world-city/9484880
2946,bhapura, bhapura,2770000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-elite-world-city/9484844
2947,bhapura, bhapura,2775000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-elite-world-city/9484845
2948,bhapura, bhapura,2765000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-elite-world-city/9484843
2949,ajmer road, ajmer road,3605000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9502672
2950,ajmer road, ajmer road,3606000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9502673
2951,ajmer road, ajmer road,3611000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9502677
2952,ajmer road, ajmer road,3612000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-the-riyasat-delight/9502678
2953,ajmer road, ajmer road,3420000.0000000005,855.0,garden view,https://www.squareyards.com/resale-95-sq-yd-plot-in-ajmer-road/9502656
2954,ajmer road, ajmer road,3601000.0,900.0,garden view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ajmer-road/9502668
2955,ajmer road, ajmer road,6840000.000000001,1710.0,garden view,https://www.squareyards.com/resale-190-sq-yd-plot-in-ajmer-road/9502665
2956,ajmer road, ajmer road,5220000.0,1305.0,garden view,https://www.squareyards.com/resale-145-sq-yd-plot-in-ajmer-road/9502641
2957,ajmer road, ajmer road,5688000.0,1422.0,garden view,https://www.squareyards.com/resale-158-sq-yd-plot-in-ajmer-road/9502644
2958,sanganer, sanganer,3215999.9999999995,2150.0,garden view,https://www.squareyards.com/resale-2150-sq-ft-plot-in-riyasat-vatika-residency/9472313
2961,ajmer road, ajmer road,1966000.0,927.0,garden view,https://www.squareyards.com/resale-103-sq-yd-plot-in-ajmer-road/9518249
2962,kalwar road, kalwar road,7956999.999999999,1170.0,road view,https://www.squareyards.com/resale-130-sq-yd-plot-in-kalwar-road/9512909
2963,bhapura, bhapura,2760000.0,1080.0,road view,https://www.squareyards.com/resale-120-sq-yd-plot-in-bhapura/9388677
2964,neota, neota,2846000.0,711.0,garden view,https://www.squareyards.com/resale-79-sq-yd-plot-in-neota/9485196
2965,neota, neota,4000000.0,1800.0,garden view,https://www.squareyards.com/resale-200-sq-yd-plot-in-vrb-amber/8971912
2966,ajmer road, jaipur ajmer express highway,2712000.0,1044.0,garden view,https://www.squareyards.com/resale-116-sq-yd-plot-in-jaipur-ajmer-express-highway/9497725
2967,kalwara, kalwara,1795000.0,900.0,road view,https://www.squareyards.com/resale-100-sq-yd-plot-in-ganesham-aangan/8695050
2968,bhakrota, bhakrota,7000000.0,1242.0,road view,https://www.squareyards.com/resale-138-sq-yd-plot-in-chart-kings-residency/8976855
2969,kishorpura, kishorpura,2774000.0,1161.0,,https://www.squareyards.com/resale-129-sq-yd-plot-in-kishorpura/9028776
2970,ajmer road, mahapura,2100000.0,999.0,garden view,https://www.squareyards.com/resale-111-sq-yd-plot-in-vrb-world-city/8846785
2971,ajmer road, ajmer road,9000000.0,2700.0,garden view,https://www.squareyards.com/resale-300-sq-yd-plot-in-unique-city-nri-villas/8971832
2973,tonk road, tonk road,2540000.0,999.0,,https://www.squareyards.com/resale-111-sq-yd-plot-in-tonk-road/9542086
