,property_type,location_area,location,total_price,price_sqft,bhk,bath,covered_parking,open_parking,pooja_room,servant_room,study_room,extra_rooms,furnished_status,lat,long_,property_link,builtup_area
778, Builder Floor ,sirsi road, Sirsi Road,5000000.0,5000.0,2,2.0,1.0,1.0,1,0,0,0,Semi-Furnished,26.9214385,75.6817524,https://www.squareyards.com/resale-2-bhk-pooja-room-1000-sq-ft-builder-floor-in-sirsi-road/9814316,1000.0
779, Builder Floor ,ajmer road, Ajmer Road,3700000.0,6166.0,1,1.0,1.0,,0,0,0,0,Unfurnished,26.893845,75.747296,https://www.squareyards.com/resale-1-bhk-600-sq-ft-builder-floor-in-ajmer-road/9627652,600.0
780, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,3800000.0,4222.0,2,2.0,,,1,0,0,0,semi-furnished,26.8751435149429,75.7682962129176,https://www.squareyards.com/resale-2-bhk-pooja-room-900-sq-ft-builder-floor-in-gurjar-ki-thadi/9659731,900.0
781, Builder Floor ,mansarovar, Mansarovar Extension,3450000.0,3136.0,2,2.0,,,1,0,0,0,semi-furnished,26.82743791802745,75.76185923069715,https://www.squareyards.com/resale-2-bhk-pooja-room-1100-sq-ft-builder-floor-in-mansarovar-extension/9160231,956.0
782, Builder Floor ,sodala, Sodala,4200000.0,4200.0,2,2.0,1.0,1.0,0,0,0,0,semi-furnished,26.8824899039342,75.76476607471704,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-builder-floor-in-sodala/9361113,1000.0
783, Builder Floor ,vaishali nagar, Vaishali Nagar,5000000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.9047751,75.7488641,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-builder-floor-in-vaishali-nagar/9802839,1000.0
784, Builder Floor ,sanganer, Sanganer,4535000.0,6342.0,2,2.0,1.0,1.0,1,0,0,1,Semi-Furnished,26.8191641,75.7659513,https://www.squareyards.com/resale-2-bhk-pooja-room-extra-room-715-sq-ft-builder-floor-in-sanganer/9741854,715.0
785, Builder Floor ,sodala, Sodala,5500000.0,4583.0,3,2.0,1.0,1.0,0,0,0,0,semi-furnished,26.8847739847738,75.7694894447923,https://www.squareyards.com/resale-3-bhk-1200-sq-ft-builder-floor-in-sodala/9256817,1200.0
786, Builder Floor ,sanganer, Dadu Dayal Nagar,2800000.0,2153.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.7821821,75.81788039999999,https://www.squareyards.com/resale-2-bhk-1300-sq-ft-builder-floor-in-dadu-dayal-nagar/8328950,1300.0
787, Builder Floor ,muhana, Muhana,3700000.0,3700.0,2,2.0,,,1,0,0,1,semi-furnished,26.8061787532135,75.749157294631,https://www.squareyards.com/resale-2-bhk-pooja-room-servant-room-1000-sq-ft-builder-floor-in-amaira-prime/8846824,1000.0
788, Builder Floor ,nirman nagar, Nirman Nagar,6800000.0,4250.0,3,2.0,,,1,0,0,0,semi-furnished,26.88506046350637,75.74760094285011,https://www.squareyards.com/resale-3-bhk-pooja-room-1600-sq-ft-builder-floor-in-satyam-residency/8444246,1600.0
789, Builder Floor ,mansarovar, Mansarovar Extension,6800000.0,4121.0,4,4.0,,,1,0,0,0,semi-furnished,26.8740969009983,75.7454618811607,https://www.squareyards.com/resale-4-bhk-pooja-room-1650-sq-ft-builder-floor-in-gadhwal-recidency/8513228,1650.0
790, Builder Floor ,gandhi path, Gandhi Path,5200000.0,2971.0,4,4.0,,,1,0,0,0,semi-furnished,26.9023267922644,75.7135254889727,https://www.squareyards.com/resale-4-bhk-pooja-room-1750-sq-ft-builder-floor-in-shyam-residency/8444609,1750.0
791, Builder Floor ,central jaipur, Malviya Nagar,4500000.0,5625.0,2,2.0,1.0,1.0,1,0,0,1,Furnished,,,https://www.squareyards.com/resale-2-bhk-pooja-room-study-room-800-sq-ft-builder-floor-in-uttams-aashna/9740458,800.0
792, Builder Floor ,mansarovar, Mansarovar,4550000.0,6500.0,2,2.0,1.0,,0,0,0,0,Semi-Furnished,26.8256901,75.7500497,https://www.squareyards.com/resale-2-bhk-700-sq-ft-builder-floor-in-mansarovar/9767595,700.0
793, Builder Floor ,girdharipura, Girdharipura,5421000.0,6023.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8937932,75.718867,https://www.squareyards.com/resale-2-bhk-900-sq-ft-builder-floor-in-girdharipura/9752150,900.0
794, Builder Floor ,anand nagar, Anand Nagar,4500000.0,4265.0,2,2.0,1.0,,0,0,0,0,Semi-Furnished,26.926856,75.734124,https://www.squareyards.com/resale-2-bhk-1055-sq-ft-builder-floor-in-anand-nagar/9652264,1055.0
795, Builder Floor ,jagatpura, Jagatpura,2500000.0,6250.0,1,1.0,1.0,,0,0,0,0,Semi-Furnished,26.835285,75.824203,https://www.squareyards.com/resale-1-bhk-400-sq-ft-builder-floor-in-jagatpura/9703015,400.0
796, Builder Floor ,shyam nagar, Shyam Nagar,4375000.0,6250.0,2,2.0,1.0,1.0,1,0,0,0,Semi-Furnished,26.888214,75.7611853,https://www.squareyards.com/resale-2-bhk-pooja-room-700-sq-ft-builder-floor-in-shyam-nagar/9760025,700.0
797, Builder Floor ,bhapura, Bhapura,5000000.0,5000.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.7378969,75.66153840000001,https://www.squareyards.com/resale-2-bhk-1000-sq-ft-builder-floor-in-bhapura/9796328,1000.0
798, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4000000.0,4188.0,2,2.0,,,1,0,0,0,semi-furnished,26.875144,75.768296,https://www.squareyards.com/resale-2-bhk-pooja-room-955-sq-ft-builder-floor-in-gurjar-ki-thadi/9792742,955.0
799, Builder Floor ,sanganer, Sanganer,4500000.0,6428.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8191641,75.7659513,https://www.squareyards.com/resale-2-bhk-700-sq-ft-builder-floor-in-sanganer/9741589,700.0
800, Builder Floor ,ajmer road, Ajmer Road,19800000.0,9542.0,2,2.0,1.0,,0,0,0,0,Semi-Furnished,26.893845,75.747296,https://www.squareyards.com/resale-2-bhk-2075-sq-ft-builder-floor-in-ajmer-road/9645371,2075.0
801, Builder Floor ,mansarovar, Mansarovar,8250000.0,5500.0,3,3.0,1.0,1.0,0,0,0,0,Semi-Furnished,26.8504593,75.7627702,https://www.squareyards.com/resale-3-bhk-1500-sq-ft-builder-floor-in-mansarovar/9790348,1500.0
802, Builder Floor ,civil lines, Civil L,6842000.0,5500.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1244-sq-ft-builder-floor-in-uttams-shiv/9867549,1244.0
803, Builder Floor ,civil lines, Civil L,6945999.999999999,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1263-sq-ft-builder-floor-in-uttams-shiv/9867551,1263.0
804, Builder Floor ,civil lines, Civil L,6648999.999999999,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1209-sq-ft-builder-floor-in-uttams-shiv/9867545,1209.0
805, Builder Floor ,civil lines, Civil L,6748000.0,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1227-sq-ft-builder-floor-in-uttams-shiv/9867546,1227.0
806, Builder Floor ,civil lines, Civil L,7006999.999999999,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1274-sq-ft-builder-floor-in-uttams-shiv/9867552,1274.0
807, Builder Floor ,civil lines, Civil L,6902000.0,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1255-sq-ft-builder-floor-in-uttams-shiv/9867550,1255.0
808, Builder Floor ,civil lines, Civil L,6698999.999999999,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1218-sq-ft-builder-floor-in-uttams-shiv/9867547,1218.0
809, Builder Floor ,civil lines, Civil L,6787000.0,5500.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1234-sq-ft-builder-floor-in-uttams-shiv/9867548,1234.0
810, Builder Floor ,civil lines, Civil L,7150000.0,5500.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1300-sq-ft-builder-floor-in-uttams-shiv/9867555,1300.0
811, Builder Floor ,civil lines, Civil L,7194000.0,5500.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1308-sq-ft-builder-floor-in-uttams-shiv/9867556,1308.0
812, Builder Floor ,civil lines, Civil L,7067000.0,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1285-sq-ft-builder-floor-in-uttams-shiv/9867553,1285.0
813, Builder Floor ,civil lines, Civil L,7122000.0,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1295-sq-ft-builder-floor-in-uttams-shiv/9867554,1295.0
814, Builder Floor ,civil lines, Civil L,6600000.0,5500.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1200-sq-ft-builder-floor-in-uttams-shiv/9867544,1200.0
815, Builder Floor ,civil lines, Civil L,6550000.0,5499.0,2,2.0,1.0,1.0,0,0,0,0,Semi-Furnished,,,https://www.squareyards.com/resale-2-bhk-1191-sq-ft-builder-floor-in-uttams-shiv/9867543,1191.0
816, Builder Floor ,girdharipura, Girdharipura,2500000.0,6250.0,1,1.0,1.0,,0,0,1,0,Semi-Furnished,26.8937932,75.718867,https://www.squareyards.com/resale-1-bhk-study-room-400-sq-ft-builder-floor-in-girdharipura/9744504,400.0
817, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4410000.0,4686.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-941-sq-ft-builder-floor-in-gurjar-ki-thadi/9793289,941.0
818, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4230000.0,4582.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-923-sq-ft-builder-floor-in-gurjar-ki-thadi/9793307,923.0
819, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4340000.0,4646.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-934-sq-ft-builder-floor-in-gurjar-ki-thadi/9793318,934.0
820, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4940000.0,4969.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-994-sq-ft-builder-floor-in-gurjar-ki-thadi/9793325,994.0
821, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4650000.0,4818.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-965-sq-ft-builder-floor-in-gurjar-ki-thadi/9793334,965.0
822, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4660000.0,4824.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-966-sq-ft-builder-floor-in-gurjar-ki-thadi/9793339,966.0
823, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4370000.0,4663.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-937-sq-ft-builder-floor-in-gurjar-ki-thadi/9793344,937.0
824, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4470000.0,4720.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-947-sq-ft-builder-floor-in-gurjar-ki-thadi/9793345,947.0
825, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4260000.0,4600.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-926-sq-ft-builder-floor-in-gurjar-ki-thadi/9793351,926.0
826, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4360000.0,4658.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-936-sq-ft-builder-floor-in-gurjar-ki-thadi/9793352,936.0
827, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4830000.0,4913.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-983-sq-ft-builder-floor-in-gurjar-ki-thadi/9793313,983.0
828, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4350000.0,4652.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-935-sq-ft-builder-floor-in-gurjar-ki-thadi/9793330,935.0
829, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4040000.0,4469.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-904-sq-ft-builder-floor-in-gurjar-ki-thadi/9793315,904.0
830, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4450000.0,4708.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-945-sq-ft-builder-floor-in-gurjar-ki-thadi/9793332,945.0
831, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4540000.0,4758.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-954-sq-ft-builder-floor-in-gurjar-ki-thadi/9793320,954.0
832, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4050000.0,4475.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-905-sq-ft-builder-floor-in-gurjar-ki-thadi/9793326,905.0
833, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4600000.0,4791.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-960-sq-ft-builder-floor-in-gurjar-ki-thadi/9793279,960.0
834, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4010000.0,4450.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-901-sq-ft-builder-floor-in-gurjar-ki-thadi/9793285,901.0
835, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4100000.0,4505.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-910-sq-ft-builder-floor-in-gurjar-ki-thadi/9793274,910.0
836, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4500000.0,4736.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-950-sq-ft-builder-floor-in-gurjar-ki-thadi/9793280,950.0
837, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4030000.0,4462.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-903-sq-ft-builder-floor-in-gurjar-ki-thadi/9793305,903.0
838, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4120000.000000001,4517.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-912-sq-ft-builder-floor-in-gurjar-ki-thadi/9793296,912.0
839, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4130000.0,4523.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-913-sq-ft-builder-floor-in-gurjar-ki-thadi/9793306,913.0
840, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4220000.0,4577.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-922-sq-ft-builder-floor-in-gurjar-ki-thadi/9793297,922.0
841, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4250000.0,4594.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-925-sq-ft-builder-floor-in-gurjar-ki-thadi/9793328,925.0
842, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4550000.0,4764.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-955-sq-ft-builder-floor-in-gurjar-ki-thadi/9793333,955.0
843, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4960000.0,4979.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-996-sq-ft-builder-floor-in-gurjar-ki-thadi/9793340,996.0
844, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4850000.0,4923.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-985-sq-ft-builder-floor-in-gurjar-ki-thadi/9793335,985.0
845, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4530000.0,4753.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-953-sq-ft-builder-floor-in-gurjar-ki-thadi/9793310,953.0
846, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4510000.0,4742.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-951-sq-ft-builder-floor-in-gurjar-ki-thadi/9793290,951.0
847, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4240000.0,4588.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-924-sq-ft-builder-floor-in-gurjar-ki-thadi/9793317,924.0
848, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4630000.0,4807.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-963-sq-ft-builder-floor-in-gurjar-ki-thadi/9793311,963.0
849, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4440000.0,4703.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-944-sq-ft-builder-floor-in-gurjar-ki-thadi/9793319,944.0
850, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4740000.0,4866.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-974-sq-ft-builder-floor-in-gurjar-ki-thadi/9793323,974.0
851, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4210000.0,4571.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-921-sq-ft-builder-floor-in-gurjar-ki-thadi/9793287,921.0
852, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4730000.0,4861.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-973-sq-ft-builder-floor-in-gurjar-ki-thadi/9793312,973.0
853, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4070000.000000001,4487.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-907-sq-ft-builder-floor-in-gurjar-ki-thadi/9793341,907.0
854, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4640000.0,4813.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-964-sq-ft-builder-floor-in-gurjar-ki-thadi/9793322,964.0
855, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4610000.0,4797.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-961-sq-ft-builder-floor-in-gurjar-ki-thadi/9793291,961.0
856, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4800000.0,4897.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-980-sq-ft-builder-floor-in-gurjar-ki-thadi/9793283,980.0
857, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4820000.0,4908.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-982-sq-ft-builder-floor-in-gurjar-ki-thadi/9793303,982.0
858, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4320000.0,4635.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-932-sq-ft-builder-floor-in-gurjar-ki-thadi/9793298,932.0
859, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4460000.0,4714.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-946-sq-ft-builder-floor-in-gurjar-ki-thadi/9793355,946.0
860, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4860000.0,4929.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-986-sq-ft-builder-floor-in-gurjar-ki-thadi/9793358,986.0
861, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4900000.0,4949.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-990-sq-ft-builder-floor-in-gurjar-ki-thadi/9793284,990.0
862, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4520000.0,4747.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-952-sq-ft-builder-floor-in-gurjar-ki-thadi/9793300,952.0
863, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4920000.0,4959.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-992-sq-ft-builder-floor-in-gurjar-ki-thadi/9793304,992.0
864, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4140000.0,4529.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-914-sq-ft-builder-floor-in-gurjar-ki-thadi/9793316,914.0
865, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4840000.0,4918.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-984-sq-ft-builder-floor-in-gurjar-ki-thadi/9793324,984.0
866, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4000000.0,4444.0,2,2.0,,,1,0,0,0,semi-furnished,26.875144,75.768296,https://www.squareyards.com/resale-2-bhk-pooja-room-900-sq-ft-builder-floor-in-gurjar-ki-thadi/9793030,900.0
867, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4720000.0,4855.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-972-sq-ft-builder-floor-in-gurjar-ki-thadi/9793302,972.0
868, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4710000.0,4850.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-971-sq-ft-builder-floor-in-gurjar-ki-thadi/9793292,971.0
869, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4560000.0,4769.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-956-sq-ft-builder-floor-in-gurjar-ki-thadi/9793338,956.0
870, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4270000.0,4606.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-927-sq-ft-builder-floor-in-gurjar-ki-thadi/9793343,927.0
871, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4170000.000000001,4547.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-917-sq-ft-builder-floor-in-gurjar-ki-thadi/9793359,917.0
872, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4080000.0,4493.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-908-sq-ft-builder-floor-in-gurjar-ki-thadi/9793404,908.0
873, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4770000.0,4882.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-977-sq-ft-builder-floor-in-gurjar-ki-thadi/9793362,977.0
874, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4300000.0,4623.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-930-sq-ft-builder-floor-in-gurjar-ki-thadi/9793277,930.0
875, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4810000.0,4903.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-981-sq-ft-builder-floor-in-gurjar-ki-thadi/9793293,981.0
876, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4020000.000000001,4456.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-902-sq-ft-builder-floor-in-gurjar-ki-thadi/9793295,902.0
877, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4110000.0,4511.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-911-sq-ft-builder-floor-in-gurjar-ki-thadi/9793286,911.0
878, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4760000.0,4877.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-976-sq-ft-builder-floor-in-gurjar-ki-thadi/9793357,976.0
879, Builder Floor ,gurjar ki thadi, Gurjar Ki Thadi,4310000.0,4629.0,2,2.0,,,1,0,0,0,semi-furnished,26.8749372,75.7683995,https://www.squareyards.com/resale-2-bhk-pooja-room-931-sq-ft-builder-floor-in-gurjar-ki-thadi/9793288,931.0
